path,label,cluster_id
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ae1d6ae353d698cc812c95b7f37ab788.jpg,1,1275
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ae2ef35dfea5fc854e0a142363fc4a92.jpg,1,610
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ae5d0654b8280d9a68e4b050ea54b3d4.jpg,1,1036
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ae6e0a08a0c28a794852534c1ce56251.jpg,1,1276
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ae86f2b939b2b2a8a7902679f4224f62.jpg,1,10
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ae9850ab9d44d85fd623d236450458d3.jpg,1,1277
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\af0b3877dd4410e31855267de04b1cc6.jpg,1,13
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\af5d47446523f17387a3723181b78344.jpg,1,1279
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\af66c02cf84db196495e6783ee5aa176.jpg,1,1280
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\af722f383a8e34b3a7e287d5f9fecc28.jpg,1,1281
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\afd4108306505cf0ce9abbaf56bfed8c.jpg,1,133
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\afd5943cb7db318b399b9218cf7578d4.jpg,1,19
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b00d03472e7234f9d447be37b8a0e3b7.jpg,1,1283
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b019820f561f6de06469e1e318e89c15.jpg,1,1284
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b0e696ece115756ada004dffd630eee8.jpg,1,1286
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b105240ddbf58401497b8605df69cd35.jpg,1,1287
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b12206ed20749ce50b571c79913951d8.jpg,1,1251
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b1589a2af46a69ab64330055ece1b087.jpg,1,1288
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b17e81e9b51131677b23d11b36900d27.jpg,1,1289
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b1b44b4014e0addbb530f50e72803f20.jpg,1,275
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b1c0d0e014d79ccd5cc1dcf8558336be.jpg,1,1290
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b1f210ecc0d1821028d5b6b91b2322d2.jpg,1,1291
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b1fd1f3074fb571623e4e05e709becbb.jpg,1,1292
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b20c5bb507ac31074e1e37e368164928.jpg,1,1293
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b2126e6db91f4f54920f77e320b0680e.jpg,1,1294
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b263218c6f9eed492c48f420226c26c2.jpg,1,1296
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b286fe1a61622afe10d53590df810d89.jpg,1,785
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b2940117c57947d7ab2093d0e78d5092.jpg,1,818
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b29df70d1a37b5fff7966ba041d09ff6.jpg,1,299
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b2d7bb15348367f733269036d794c862.jpg,1,1297
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b33f393aa372cd7109a62fe90c5d2d70.jpg,1,1299
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b3a68be99f91fbf766a76135c3944311.jpg,1,1300
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b4217c985a463d3526f08934e6abb5c8.jpg,1,16
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b453ea2c0eda9055f7a75f24dd80693f.jpg,1,215
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b459cde4d4eca83b7951cd78fec24d75.jpg,1,358
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b46fb25d7e9f36ea276f2308aed499cf.jpg,1,1303
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b477641fbb03ad5e40ee0c9991363a09.jpg,1,1304
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b484798c698e08111629666a884c4a63.jpg,1,1305
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b4a49430f0f061365ea68efdc3da2855.jpg,1,1009
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b4cb1056afa694e406486e893c34c427.jpg,1,139
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b4f2a4d1dec05d3184fa7770547ae077.jpg,1,1307
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b5018733ca584a8c63e4f62cf89d388e.jpg,1,1309
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b5639027ed3f89687b6d4bc64d863bd2.jpg,1,1311
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b594bcf7f80b74d6773ed650438b89ca.jpg,1,1312
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b5ab7b8fd257f1c4af8acfd61a096b90.jpg,1,1313
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b61b449c798983ff76d308bbc83b7af5.jpg,1,1315
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b64bf14b6cd713487f6ff7dc9d90c3b1.jpg,1,1316
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b6501ba5a5f1299cba2a252afe2752cc.jpg,1,265
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b652c5f73171fd017757c052ec597db0.jpg,1,1317
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b6aa4baff697eaa2d48f46a8fc4e3e07.jpg,1,608
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b6c39905871fec1b1b8b8f745572fb8f.jpg,1,1318
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b6e7072f90b8823575067f6a42f7d1eb.jpg,1,1319
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b6ebe0ba2e08dd665c7798cc0dc823ac.jpg,1,1320
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b70926bc15a4b5855a7135af5423f60e.jpg,1,19
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b73093fe0ae9a06ab23dd992e6b457bb.jpg,1,1321
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b75a498f643bc2921b228a5acfa3d415.jpg,1,1322
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b75bc29abccdf69bb83cc7325f8a73cc.jpg,1,1297
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b75c9383495af34a1cb38243d178b82d.jpg,1,374
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b77f7b926907f9aa45aa80f04567cd1d.jpg,1,1323
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b7c875ee02859bc186258ab9561d9894.jpg,1,1325
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b7cc644eb2fbe98ee89cff85c14e5122.jpg,1,637
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b7e0ef9b493ff96406096480128edaf1.jpg,1,1326
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b7f8694ae1f5d3c99faa546f8041b2ce.jpg,1,1327
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b806b54dd9bec4a57e1e206d1d61a888.jpg,1,1328
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b80bd0a7c9dd109f337bb5306faf833b.jpg,1,48
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b826044a4250dd249743f50eaecdd3db.jpg,1,1329
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b82bad6a08dbf1d25da31bb6403abf47.jpg,1,944
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b877900e0967bf8574cf9ae987a6f726.jpg,1,1330
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b890c01ce53aa4b74c1f2a049ce1216f.jpg,1,1331
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b8d001e69e56fb4d913015b8bd2cb0d5.jpg,1,1332
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b91407a00a521caf2e5dc5b0ff712e97.jpg,1,1334
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b9760fc8355d5d6b4c71799cfd21c49c.jpg,1,1335
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b98a4d658a83335b75c231aff29a941a.jpg,1,1336
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b9a2eee2f9f6f206d11d17836283f0ec.jpg,1,1337
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\b9b55f4e945ec4a2f459601439ab4528.jpg,1,1338
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ba0976620a5cb620ee3ed3ba85f8a359.jpg,1,776
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ba0f998031fcfba9e9fdbac4571efe0d.jpg,1,1339
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ba60af68febb5325b6d7e829bbde68d0.jpg,1,1343
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ba71cb9a21587bf00dcf204cad8827cc.jpg,1,407
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\baa3a0ce6620b6e9972621fd3682e908.jpg,1,1344
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bb012d0224ec98b02f164bdb09b1f1c3.jpg,1,1345
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bb08e767d89aa8827ecce1fe013369ce.jpg,1,566
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bb1ee0efa5c6f5e2ef181dbcc541d772.jpg,1,1346
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bb5cfc64551f7b6eb95b8970161f50ad.jpg,1,1347
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bb81b95ac984b01b080c8f926b512397.jpg,1,1348
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bb880a95cd7b39a4cfd9faaeaeb5fbf6.jpg,1,1349
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bbc824eef50b74b3dea7eab18807a2aa.jpg,1,1351
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bbc88b342e9bf0cdb11ec208b9dd0fc7.jpg,1,963
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bc147d252d463ef2325163675bb70e12.jpg,1,1353
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bc44faf1e3740eddd4b5bfca02179ea2.jpg,1,1354
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bc59edf1a13ec05f21602aa036616639.jpg,1,10
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bceaf662fc18b74143c31eca9df639ed.jpg,1,1356
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bcec787abde43e2771fc528884089f15.jpg,1,1357
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bcf201d822593a05f8e8d5751260f39a.jpg,1,1358
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bd4d9b88b2d283f26ea75ed7af27c2b2.jpg,1,1359
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bd552a23f1054f5a67fcca12f0c09570.jpg,1,817
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bd5638457901fc266b41827ba4a3c074.jpg,1,1360
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bd5d0ffb0aca6c5b449ebc341d5a5a92.jpg,1,1361
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bd7b3bf19024c7c5965063324d5a298a.jpg,1,1362
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bd9cb50a8e7705229fe7f0174ec6ce45.jpg,1,1363
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bddf40634c0c1a2c90c3a722c01ed77e.jpg,1,1364
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\be34a87549ae1c5ea7b084392fc029ef.jpg,1,1366
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\be6609113e10af79fa9cf27f2d531ed2.jpg,1,2
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\be69cfc39b4fe56447e5dbf9edfb6edf.jpg,1,1367
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bea6a316090998d9b13e66404a862a3a.jpg,1,658
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\beaf0ec51234ad55ff9eb9b7810f9d20.jpg,1,1258
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bebd11af88a7f11b968d06ec14301957.jpg,1,371
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bee476a984ca80d3a32d8aa407b98ce2.jpg,1,318
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bf02539bb6b0070ca1ab1491ef24a051.jpg,1,1370
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bf421d70f6157ca7947eb345096144d3.jpg,1,134
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bf7afd007be69dc3f22819b683286604.jpg,1,1372
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bf978aed1612fc0f3daa3216114a919a.jpg,1,1373
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bf9b2795710d16e4acc94a58dc18d246.jpg,1,1374
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bfde89627df35a8613532922dc128b8f.jpg,1,1375
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\bffe8cb936a7a7a92afb3c20ea1a0ce4.jpg,1,1376
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c041811ec9104bf432cff6de9df2a46b.jpg,1,818
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c0650a27b17c70f39b8b3c34eff916fa.jpg,1,1378
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c06e6cab8fb54f3f4e593f12316469ed.jpg,1,1379
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c0711423cae13e4173aedea71e8f43e6.jpg,1,1380
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c07548522b8f8e66a44063042efadbf9.jpg,1,1381
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c0c6bbb0ffc1cc15b02bc1238ffd5387.jpg,1,1382
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c0c7a8c0d64a381e69da9b3a6a0f3390.jpg,1,1383
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c10b7b2d3a6f5d20ed8814ba1495e6e1.jpg,1,1150
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c16c27d2727d5c62fa502da751bbfa0d.jpg,1,1384
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c16cb31b100051bb887302c2bccab72c.jpg,1,1385
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c1ab0ca5b1da1dd74bd7501abaa6c2a7.jpg,1,1386
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c1d0192f23141103de07db6a50c79cfb.jpg,1,101
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c27423b6bbda4784b6c29c3603bd100b.jpg,1,1387
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c2830e3ce665ec8370d5867ce2dfb4df.jpg,1,1388
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c29ffb463186cce81209d7ce91a6823b.jpg,1,1389
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c2bd031c4916facdfac927ce80d5e053.jpg,1,314
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c2f6bfb64ba9633290eb13c8ef846fc0.jpg,1,1391
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c31e073fd22ce4d916474d2fdc924d34.jpg,1,1393
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c33a227bb50edc21ca00103487f7ec9e.jpg,1,1394
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c349b58da07f55071bfadf416c959e91.jpg,1,1395
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c383ad10d006bc823ae3794f6d609684.jpg,1,133
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c3dd0f8d250eaacd8a34f070d4e58cfc.jpg,1,1396
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c3e8399189c25af428290db5bfb8aafc.jpg,1,1182
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4088c12f2eb706451f1e22c7a2dfa3d.jpg,1,714
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4225b402ca20d1586e2acd346d4d31f.jpg,1,1398
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c495f103872b2a9c92a5e6157ed4bd7d.jpg,1,726
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4ac26e42ca6cf30ce808fc285689d4c.jpg,1,732
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4c0fb2bab01aa22bd9a08c2d2201dcb.jpg,1,1399
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4c15af740ca8238d99c22f0b4274454.jpg,1,153
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4f4532857daa29903230cbd41c304bc.jpg,1,1400
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c4fb37cf10f13f9da3f9fb7f3fec9dfd.jpg,1,1401
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c504db69c5ffd213b5adddf49db3e567.jpg,1,215
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c5290c6584de01d4f3e14c7fd42584ad.jpg,1,1402
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c5566d11e713ef910f6f5d3c93298b62.jpg,1,1403
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c57a1b73c2ea352e2e460d531a002802.jpg,1,1404
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c6057f5ca74d465e0e198c2925cf8e0d.jpg,1,205
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c615a0d3cbc283d9601105baf60166ce.jpg,1,1406
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c641ce6a90e990db1b07a4a0dd9e8d8a.jpg,1,1407
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c64ff1fc642aff4c2c105db4a06d08dc.jpg,1,1408
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c6904ea0e8e45e510a73e7f06b421a87.jpg,1,1409
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c6b990f3882a0fa036f88cb42595c69c.jpg,1,1410
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c6f16416e9ac3cef445c76803804a3c1.jpg,1,693
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c72c4b39776eeb76039b4fc74715f019.jpg,1,1412
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c76d9e1d72b3d32bee1ac2fb42dab633.jpg,1,1413
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c7887be94d4be315923f8d5ed7890919.jpg,1,10
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c7d2f76db1b764d512ddc3f8bf324705.jpg,1,1414
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c7f091cfba7879cfa15eebefa98a0169.jpg,1,1415
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c81e24d9d9bac61eec45382b8b8fbf7b.jpg,1,456
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c839d8b1e6c668d96285971ceff1979c.jpg,1,358
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c894f73f6ae41298f21d0c074bc58b37.jpg,1,874
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c897739ea17cbfe2e441500c7738b626.jpg,1,1418
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c8fa189df9a73fee108eb9de15c307dd.jpg,1,1419
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c901401770c74a11ad1aab89a3b8571f.jpg,1,1420
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c94fdc087b2aeac4ef28d30741550f15.jpg,1,1421
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c986cb46ff3b488e73a9600cc6f6b27d.jpg,1,129
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c99c68764a91659a66efef994b89319a.jpg,1,1423
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c9b51e0ecb756f05dbf7028ea1e77209.jpg,1,19
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\c9c835f18d09e88aeff1bfea7e73d709.jpg,1,10
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ca44ae9901d7d1d55cd9ece8793e8c68.jpg,1,1425
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\ca4e119cbbc1c4f4c619c8d3f95c330f.jpg,1,1426
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\caa39dff44d57fd8b920dd3c747a1808.jpg,1,215
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\caa44155966a27aaf715924a3289ed8b.jpg,1,1113
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\cab93f9f0169178def444b83a5cd5960.jpg,1,1427
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\cac4d4f78835478b7440f0fb9776c6ff.jpg,1,1428
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\cad8807cbf95bfeb8522903149dc0abe.jpg,1,1429
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\cae321df7a99ec4aedf245ec89360977.jpg,1,1074
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\caef9a19f2c6d8c902a527a10267dd21.jpg,1,265
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\cb352d180b8243bd3738a4310fe8b426.jpg,1,1430
